1FweUfZYsYC3SU7FVze2HJGiuTyyeRzc6t	4960
bc1qd222e3g64fu58x8g2kvzdrwze3p9dq8vrv5s9t	4960
18Q9vbdQp9CQUqqg7XD4r1JqSZCsbbgkU4	4960
17mebu5Cdwu69RbuXpno6ES33Y8spYS35i	4960
174rmvFNFfbvWdErdNP7cFe2UQDjik3pjM	4960
1MQGTV6592LkbCqzmt4DAFdMbhQLGY7VZL	4960
14aZwEV5UAjRZC85AxgQ8JbvW76y92LC1K	4960
18NwEXytXmHizdDLD3HTnQ8Pm6vQQJJeFd	4960
1DuHgZJL3LhEYrHzTiVUzFa65mC1a8JBKJ	4960
1JerK7jHxT7uWX9ARXQzq9qN4tehuhfARG	4960
bc1qknhkyq2lq4y9rqtu5nme9mjveksxzqc2m65jh2	4960
1Df1e5WZZyRYPAy5hPUpYZF15uZ9fv2fHf	4960
19K2XsMxiMp8YaZun4SXnMQ1WEBuA2Lfcj	4960
1NNZvoH3tmqnbqgtNENNufk7HTykJJ2V9F	4960
1N8Zyq2BiivKnSEsYpewKDLXfrkiGZeC6f	4960
19FHgTFe43qPsDkY3oRtmWpqKr99xmsqoV	4960
12JyL44Pu4A86aRSjR7o2ccKuoqPsrEy4C	4960
1ArkNHHBo1s13wrv38qokfJMEJng4VGXes	4960
1J6DteU79VLMRVBRwTJpvtvzq67x1GWP31	4960
13Cijrvovd3KBZpc4Zh5jx2dcQ3a1hyJGS	4960
bc1q3cszjkc3n5z7easjtf6spq55rn7ruk7yhp2lm7	4960
1ACdhApcdaJWHBbHgchwzdkoWtXiX1Kr34	4960
1K6q2b5ujCBFzNT6RwwBQ51cnkY8CTFmA2	4960
1GjWe8RFPWCRM5TkE6a4LknC82RmuS7k2m	4960
1KujsCthcArAZYYXuwffk6APL6Rsk2fF7j	4960
15WTsSDM67Q5jByFCDi4YMiKhSKvFfE5WA	4960
1C2Bs63XchhGB25ZjooAKxd9CbAQyh33uu	4960
1PSZNkLXbMnq73vFPeeFaCTXyp9twL6PM8	4960
1ATu95hdGMdb1CiCSMjuME5dGVuTtAcvZG	4960
19Ez4CEAxT8mccUtqZsLsUKN2W9NepveuF	4960
bc1q8xg5lvsqcel5j449ztv7gs0shj4jaw2udzhtuy	4960
18RbdWtsmaAH2gDq6kb15VfB6v7McqGfUZ	4960
1FUxUgEMAXfWHoBuTxQfEDzDse7kVN7xnV	4960
3QChWmKQjQuTTEh6NgdQw3dwg6pgpW8mX7	4960
1Kxc7eni7kCkDcibD5g45kne1gwXXkFgbx	4960
1BaXpyunn8sWr89KArpZ11Lr72ga89vH2a	4960
19X9dA9hjUgYQF3ifCNxdoapqYHJnHgo2r	4960
1JDsCFPzbanzRZuPwNfgk9iVguSDkt3GUh	4960
1FqyM9PVmkTZkRNik7w55y2W4npR3QD46K	4960
19F4vdaA3uX9MMde8cWJrWBEiQw1CquEWf	4960
1QJj3VeWQqnsWFhKqU9RgVN91MkZ6KYmTE	4960
19J2bSgERchY3dyEs8Z4PWBArvepQiAXSP	4960
1Q8C6DQ8CBHFcBJ6n93xw3BTHGfybEmKzs	4960
bc1qrgr6g8g4ww97eu7gyees5qts2m097e45eqckza	4960
1EBJpQnaGh7ayjR3oKkDMRUNPXmkE2HKtQ	4960
1K4VHnfoy1bd8P35FHtJ4Hz39bCYZAoRN9	4960
1JgmoRZxD9gUAUvSPWeCFXRFDzwjYoE75X	4960
1AsVcJNpXetSXnZg3mTatQjKFHXGSvGNmr	4960
1PbZw16JR5iaHASehAuMkTRcnCSwyuxn2J	4960
1DuaeqSaWq8r2MUQrkJy7tAgTk3b1g8PN4	4960
19PMG2myijCWe1UNq8tzFdjQiJny8PMXjE	4960
15rUeME2keqXY5DhtEBBiyscYn1JkC8gSG	4960
16BGJt5nCgEE6SXCM3iBZ3fTuJHqkYxoWp	4960
3HeN57AmichhbZdWjQrFgdnZWJZtrAEET6	4960
1LXncVW7qY82bVYiYqJpiB9f6Ck8TCBurZ	4960
3G8H6XbNTr3xxX9VFw1SD9tNY6Pq9KtArU	4960
194ZiBvuy3pqh9BhxDdxxmzbMaTEScxj1A	4960
1MAdwXP2LtCxVc1c4XB6KtDeCMRQ9fu6dy	4960
1DW5xzX133NQ341G7ZH3YEi2kMWs8QDwWV	4960
bc1qwll3ldjkhrhcewdy5dvpyswm8c7t2mvhm8s90w	4960
165g7cm5gZbJeYz1XnLstsNE8CiRutPcXi	4960
1PySYNuZN62opham8BcAN9K9Z2L98a85iy	4960
bc1q8unfp8gqv7g8lrqsc6c0dq0k5hck9mwlc3msk4	4960
1BcfCRKegsvTqHGi967tWFisNX5Mz9epKj	4960
113Gj4ZipKbqQt52mYLX7JY3xz8VPSmp7q	4960
1EgVc7UzjYgofKkRpTHLychnK8rTkfCXnc	4960
13vKCsM1JNv6uuZrUGyxWL6EcLPiVv9H5Y	4960
