block_id	hash	time	size	weight	version	lock_time	is_coinbase	has_witness	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee	fee_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total
148867	a0cd072aa88cfadc74db5d1bb9905d10fa9798716f7b5e696cd957090516bc86	2011-10-11 00:02:49	1442	5768	1	0	1	0	1	38	0	0	5002900000	205.1189	0	0	0	0	0	0	0
148867	0a305ab07a280f708696ac516824db49a3974031b889c7b848917dcbdcc3afaf	2011-10-11 00:02:49	258	1032	1	0	0	0	1	2	2500000000	102.5	2499000000	102.459	1000000	0.041	3875970	0.1589	968992	0.0397	103.44386574074
148867	7c0d44567dc8c5fb81ab5695d583926a485e33983a6949a2b390eeebe6ca226e	2011-10-11 00:02:49	257	1028	1	0	0	0	1	2	23480450000	962.6984	23480400000	962.6964	50000	0.0021	194553	0.008	48638.1	0.002	0
148867	500043ad818e1033c62af1abae33330f784f8b708960c7d3dbbb1131645b36d3	2011-10-11 00:02:49	257	1028	1	0	0	0	1	2	7981100000	327.2251	7981050000	327.2231	50000	0.0021	194553	0.008	48638.1	0.002	0
148867	eaa568719d1b73632b19078086912f57fef7d4bf150be15d709b7ba3b707c7af	2011-10-11 00:02:49	1338	5352	1	0	0	0	7	2	724347910	29.6983	724147910	29.6901	200000	0.0082	149477	0.0061	37369.2	0.0015	33.932086692793
148867	e3a6fc8a35d0e3b900b8748978b78f7a993a64cafe36edddd486f7c002885ff5	2011-10-11 00:02:49	259	1036	1	0	0	0	1	2	5000000	0.205	4500000	0.1845	500000	0.0205	1930500	0.0792	482625	0.0198	4.4028425925926005
148867	b0d07e0bb80be59a9153416130b17fa2aea2b4f79bc62ebc84c007b0d253ac68	2011-10-11 00:02:49	439	1756	1	0	0	0	2	2	19130900000	784.3669	19130850000	784.3648	50000	0.0021	113895	0.0047	28473.8	0.0012	0
148867	6305f294b666b168ba8cc7fbf7849fea8379d76aa8bd732f6eb78f9533fe9a79	2011-10-11 00:02:49	257	1028	1	0	0	0	1	2	14856000000	609.096	14855950000	609.0939	50000	0.0021	194553	0.008	48638.1	0.002	0
148867	0a92840de1636c876f4dd4f6b53383be4c89c3c3948f0c336cbc3b104d589549	2011-10-11 00:02:49	258	1032	1	0	0	0	1	2	200000000	8.2	199000000	8.159	1000000	0.041	3875970	0.1589	968992	0.0397	0
148868	afcfe39fda2acd6c87910cda4d018ea44d4f1d5a4e30768e011bfb4af305501d	2011-10-11 00:04:33	135	540	1	0	1	0	1	1	0	0	5004950000	205.2029	0	0	0	0	0	0	0
