block_id	hash	time	size	weight	version	lock_time	is_coinbase	has_witness	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee	fee_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total
27021	6c503f7f4e381a4a915d5c207e92cadc32ee8666c9c6f71e382e818631813498	2009-11-14 00:28:06	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
27022	ce1d5b91fd070b938aa3a65d0e2a84cce078412b62c0f95f198510b6e3e93297	2009-11-14 00:38:05	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
27023	44261eaaa742769423457c68d44368e573c5a6ab1249edc4f86238b88fd0179b	2009-11-14 01:24:46	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
27024	5dae62aae2d23b9be0e64c4f838eb1bf1ad37de7e4828161e84e0b22bcab7a95	2009-11-14 01:31:55	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
27025	b7953a045505e6c5bf5904d68dab9bed338632331f89a4f0d805a0a36d18fd42	2009-11-14 01:41:36	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
27026	b78760ab5e05e20dd1d997381acdeff1d9e5621d05fe2fa90fab411485953e4f	2009-11-14 01:47:35	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
27027	02b911356bf881901bdb23de4614c8eb145c7b301b2d4802d3420b2e8b6af22f	2009-11-14 01:53:39	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
27028	bdd9908ec2fe16d74caa6b15d68dfe7b460666fa3e7460b8abdb6b67bc2fa828	2009-11-14 02:18:22	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
27029	da656dd764b62e3e2ca72c1d17012e0e26bb076cc5234791cc16476f1375307b	2009-11-14 02:43:41	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
27030	821f3cb72aea4a8863811e35d0589a1181ace31436eee0234285bb35cd2a5e41	2009-11-14 02:53:40	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
