block_id	hash	time	size	weight	version	lock_time	is_coinbase	has_witness	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee	fee_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total
61571	4153023f5a207b00588367e855f845c9e7da9dba40356bb6de399b13a4427972	2010-06-19 00:01:48	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61572	8e852dd7d1e248f56286c72ac3c6bd80b9bf1e6c0d491e0a8a4bffed0b528028	2010-06-19 00:05:46	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61573	c02897f6a3530c1ce7e0d39605cd7653cc327ed86b8e51ea884b719e28e480b5	2010-06-19 00:18:34	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61574	e1cd88856dbf13fccd4d38d3471e1afd9081e3c5bf47248a71b833f2f21abe37	2010-06-19 00:30:21	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61575	1d1137b7049068d40a38bc1ef063f7a5d23f95fe271bafb9289978434a56f3d0	2010-06-19 00:31:35	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61576	69a24d5fd287cbc33e51a08da2d9e6bcfa0fffafc79523f2741cff6ea9ad3794	2010-06-19 00:36:02	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61577	d30c4ac93a7d29352db66b685619b752c12578a4d040f99ee09dc321b89d0c7a	2010-06-19 00:42:14	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61578	221e3a99c1d08e5aa90241323ab246d429201e1f00b03575f576656b58d7fb80	2010-06-19 00:45:20	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61579	079b85081aa35cb125e970c9cb6ba80278dc03473d68c2e34d3ada1d48be630a	2010-06-19 00:48:16	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61580	33b134496d363170c8deb14a8f419020ed81758fa1fece9b8515fc83668da79b	2010-06-19 01:32:50	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61580	2b049fb8800927743166206150ea3b100e42b6a8904a48feb0f61e6232996354	2010-06-19 01:32:50	157	628	1	0	0	0	1	1	5000000000	0.5	5000000000	0.5	0	0	0	0	0	0	49.127314814815
61580	2e488f53800f382d23f85fcc353ffb46c3dfb7d1e81ebec35e5a472fd930bd98	2010-06-19 01:32:50	224	896	1	0	0	0	1	1	500000000	0.05	500000000	0.05	0	0	0	0	0	0	1.9616898148147999
61581	cfe9d19bc4aad59eb3e2553e6158d51292acf39fa05f3be2c7bd0e616ad1d0ab	2010-06-19 01:40:26	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
61582	66dc4e49b973d43298c7547ec1b3c708d2f4cf766d68c3f069f44c7b374f88ea	2010-06-19 01:42:05	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
