block_id	hash	time	size	weight	version	lock_time	is_coinbase	has_witness	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee	fee_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total
128878	6cf93a71098aa4ea02673a3eb53c60da6ecf5bf9cb15ba429fd94bf44749e227	2011-06-06 00:04:50	135	540	1	0	1	0	1	1	0	0	5010000000	867.732	0	0	0	0	0	0	0
128878	5c9115440ff4813521f83ec99a2e2018c6bfa8a940eb1674f249859deb535172	2011-06-06 00:04:50	617	2468	1	0	0	0	3	2	12721000000	2203.2771	12721000000	2203.2771	0	0	0	0	0	0	0
128878	2bed5d14e50d66e939e41622e168c14bfee88889f03bbc3ae5b1423af7ca0178	2011-06-06 00:04:50	258	1032	1	0	0	0	1	2	50000000	8.66	50000000	8.66	0	0	0	0	0	0	9.1858969907407
128878	996237f7ae94d9186f97cb38fc662d0bb32b049f219a04b446b1966111614c21	2011-06-06 00:04:50	259	1036	1	0	0	0	1	2	26218640000	4541.0684	26218640000	4541.0684	0	0	0	0	0	0	0
128878	8952bffb5c0787b941f131e44fd0539a443a5b6e9fd9a3f04bce1231ee645a36	2011-06-06 00:04:50	258	1032	1	0	0	0	1	2	25722427381	4455.1245	25722427381	4455.1245	0	0	0	0	0	0	0
128878	171ca3ac2d4fbbf70c3a95f7dae908c5b6d9f6c3db0f3472ec720b2d64a41975	2011-06-06 00:04:50	258	1032	1	0	0	0	1	2	23120538654	4004.4773	23120538654	4004.4773	0	0	0	0	0	0	0
128878	3557cf127627b4d3c5c5486d2133ec9342510b9e73a4ec9ff9410d08a072c6ec	2011-06-06 00:04:50	258	1032	1	0	0	0	1	2	15019050000	2601.2993	15019050000	2601.2993	0	0	0	0	0	0	0
128878	617baf97312065de923ed77ec1f75b3d44aa4285cdc338d85744da9961131324	2011-06-06 00:04:50	258	1032	1	0	0	0	1	2	5000000	0.866	5000000	0.866	0	0	0	0	0	0	1.7648796296296
128878	91d6b4244dcb3b856933084982161d79ff5b8cd5461dbcdab32c0b964eeddc40	2011-06-06 00:04:50	258	1032	1	0	0	0	1	2	14661816312	2539.4265	14661816312	2539.4265	0	0	0	0	0	0	0
128878	005401b04904ac5f008dba9e79dbe6176ba470344a0a0749f7ed2e491ddf16c9	2011-06-06 00:04:50	257	1028	1	0	0	0	1	2	209000000	36.1988	208000000	36.0256	1000000	0.1732	3891050	0.6739	972763	0.1685	0
