address	balance
3L1ZZGwTumUKqn4TzUiuoubosXyWnE1ttF	87384406981
14ESkeMpGd94NcEqZgW3rDBC8UsfYnLVzn	87313806002
1ieAkRyEAjHBvULa1HPJZxRZzi8hvB92D	87302374379
3Fqk9NxLdr1UNurtwH4iTk6PoExqxu2UKk	87238549474
bc1q7mqpdplg2dfe525q8nprdzpxme4qjv04jxajvw	87236541000
39hsmM47FCkVSCPszimU5cqcWraji3avYX	87200003285
176ZedfT8knbKLWqFMjp2HrKcaaYQm8Zj1	87193110961
1PUWKpdnvtX5dfQrALWdoTTw6S83y6SprM	87145200363
36WvJPg4t5FQDw8XQyVKKuJij1dD4fv8aG	86999924388
1FrM2wabAKCo6UyfnVMFBF6NcpeWa8rTux	86944290241
1D2Z8W7vbwjGzjb5zgxU8CfQknbrfA3mxs	86877183270
bc1qfg8m7utv9u28d2fu9kugswwqh5k9rux5dxpfmf	86852305210
1KHWHszqNQwvzxwoQpTkoX3fzD9xKorVFL	86792973489
1AAtY7GKejYwkg85dsqXFJ2TCqXufEqWx5	86754813190
1EjFEZ8tNBsKoPmrXsJhKEuu7Ub9PzYhyf	86743964429
3JjuWAodMB3abjNXmz1Lnt2Bm8ww5RPJfA	86666666666
3QZv6Q65NYqGsKbpRjg5Twtdako33hfU1o	86632135249
bc1qfnqjs9vw2ujeze7uejf2nvyg42w3fz0c5hrurn	86621820000
1m6HZZyrgxVLPRKXX3my7UP3djN61WNRx	86588842524
1712apCMxBdWdyiaQrFjYz5xsVxpz8kphK	86496832994
3714ASP3oGt6PyYEye9NowXi2yPW9ushta	86468543144
15AN3iSkMySsVfzhQF8P3upy6168ri2Awf	86310697029
33KAsMQBdXrY5nmXQezJfMdH3S4B9G9cqF	86305439736
1NZ2QeiTQNebxcwqZqGGQB9jpYg4WjRmCQ	86271915779
1DGE64tp2qayT4ec8ZWwjkbj78N2hT9icS	86251211641
17DGuumiErYmivrXCZKQB9QTPdasAU2wUg	86211768244
1Jp3ncZNfqGUohzNPpQ3SoMSLreKVRVSqD	86190363055
15mkHA8s76bk3Z8ohxF4FSwui1Xs8dGxvH	86187860297
1Dcij7woPzNzjco31KeGJYJo3A2pyRCv73	86153874825
bc1qelw3vdkx607e72ystz5gjw9ex0psdrh9kum5ehe0nqyyxvdxjs0s426fj2	86110447682
3BdV8Wap7mmLpPea3cCiXFWUo1s25WfUwJ	86101057433
16PYAir9K8TuzjRp1A13svHA2mK7YmR1qf	86045287055
1B3vFhJkyicJ6T2SZo3cxeveDe8GMugBUj	86031718570
3Md16NeexqLTj8o7Q1fVEgwbn13Lnc9Z9o	86000009849
1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY	85992464150
1D3ujryGzUsD1a628bt1V5jP8YUdqgNtPv	85947884797
1Mwzbp9EvVfs4xjj7UgvoSjawCGCiBm7Lf	85938303623
3GvqaJFxmSDEbshRsrdEQTKRTjoL6CmKUv	85778703777
1LCSqBvXnJnjeHUzppcL58dDQchJCkLZa3	85629435754
3GfFWBPVn8yfHiPEaFWE9UHA3uUJGZu3ab	85603250797
15fL9TZxr96o769upAmHmEowaBfUBg1rm6	85590864483
1EpdmiCu76NFUEPC6x3Bt7HUGsrSjooXCj	85583113832
15vegeLjCRXxM3GpfmmcZj5wvNuzcNrvLt	85571787863
bc1q8arcg6hw3gcekh9nd8evzkt56qgaglarm9mlg7	85476077500
35eZ8t2b8aApN7sZKapL2x98hV3bGZwMDc	85414430616
bc1qsz7e2y92fs4u6trlf0zq9mhlvvau3r6ntlh44q	85384125797
1AUajYppSrKvfMvau3AoGzLw8VAryp8eaE	85366110889
19VTgHTWhM8xi32mDuCLR3kAgamRMahTu5	85351656573
bc1q0eg0u2ck3waztcwlvzclyn0l0mlyha5dzhk3vc	85326031030
18eaXno4pmPzSBzmMqteXd2wU9Wpwiqdd	85299938804
1CKJYQPP9xhqjMMYAnzNux3h5wC2vb6Y5M	85299876379
3PUnF9m7qRC4npAa5spj7HDg3eZU3P2arM	85286678157
15KFfj13LGSnH5i3F5TwdANmxotRLb5MSY	85272784870
3FojjfFaC8n5FH8w7a9sZhpyNFV6ZipGpo	85259053230
1KUVBWQTmarPqFA2Zbyr5GsnqBhg4DjD5C	85257902167
1GSu6ZyDwuNNereK9YGDBAk8whnnf3HNE	85221317796
132kdE3EA5q7DbiFzC9kFYbUxdc1dqKQYr	85215229635
33W3jbvNdykbyWtv1bvwLKuJrXW2cUvjzk	85132022426
1EgWYXrR2isggrBkNyUw2gYv9LUqxReBmG	85100062389
36MpNt66cAPbMod4of4zieyqNQXW4g8HL7	85049919183
1KWnKgKzJniQp1qkL1E1tgwyJvUUTNBXVN	85000072841
1PiEenKA857w252gq6S8GJt22jUytW1uac	85000062842
1JEMGVcpyuFBc8a9qtvkd1CjoSHKsTxs1e	85000062842
3CaNrTSD57M9SDgJiSiGPtsxPkWQdqokx4	85000008208
1JSdk3B36UF6UrbWenDRoyM5kGk4iLveZo	84999989864
368mqy41QqtoAWUHRwAjEXDczMNv1wquqz	84999908037
151jDMCFpJw7omiDvUte6iQfGoM7e6FBwP	84999717611
3LbPjdR2NCPeSLTnvxf2vR6tJ8Q4ZVzdBe	84999180781
3PoRGiq1C89JRY4i4oUXEBC8LgZkjvCz9b	84939002683
13uZyaPbt4rTwYQ8xWFySVUzWH3pk2P5c7	84921897500
3KJH6TNoNg6RzNNjwLRqsW67CWbdGUqZch	84761610271
3J1hnFuMbofS2acXNUZQK9rNDPgcJYv4AX	84663933145
17qjrMvrE7kFK867ap74cMSWUi8vzrdya8	84654013832
13yspux8c5RE27sfT3ULo2hNnRnDuScRr9	84612330589
3A49G4e1f3h7x9Ym41NiJg3yuwpctxeM1L	84530598522
3DiLsTqsGZmFQeukNYvb2GcBzhuvmhUPvJ	84529867558
1P5goqbhXjnbV4iNuYubTZysZL8Urtyi4W	84499987148
1Px2bCQkFTK9URWrRs9z5GKQPKLLSKev74	84486119376
17jaca4J7NbwkzqWYNjqAV76RBcxeiyNAZ	84466200165
3LtgC9b9jtfRQdvSGmsgdrQmTddXddQkBp	84339454561
33EuBCruxHo4X1EbnZFzqBLTf7MHNXMzXD	84223894665
bc1q265pnhrsuzm62w3gaggqegprveuuc22gfsr00v	84189086332
3CkbCzauHT5q3HyDovXrfEdNJjNaPY66Gh	84075988418
1HyjXZQUznXJ2QcHoQ2e4t3g2etYJ541jt	83999927642
125bUS4Vej9HbEztD1qUyNx4q2oRkSUyeX	83969238503
1JfuPcmc6vt2KrARdeR1XgQJ3p7jhbUhhQ	83960752409
1DkL4NTGiGvFnjYKSHrbM9n6BACqM6uS1G	83919697597
1Bf78poRZx3w1gic9f78huCev1YDMaDMNa	83900062842
1CbjQChgb3dWCsPAtMUoRbk3XQJHJAQkJz	83894935202
1DdGbAsv4pKf2PGBE7Yf9vM97XmFEpdfZV	83877803000
364wnYQV6hRrTf7UZdG5MLZjMdd31zLk5n	83829810242
1QC53NSmxzYTA2MSEMERoN6KLMfbte9xFH	83820161345
1JtmkEdRU6QmhVdGUzkNrRpSABzTNJsKJa	83752248373
154Yrf66vv2PJyvekbrJB9o8w2a7ioPGZh	83689121983
37wUPNb2VQi7QPLLRcutKLN55mdW3h5xxv	83619172892
3H1NPSeXokrDya5aD8Grn47uDzkvnzwmgL	83546620000
1JZSz76M79RLDdxLxPfZ1oJ1RFzmZ9R7i5	83535723910
1AbtwYk97uGGtRg3ZH42Ldiw9g89VBBDZ8	83520010242
37eywMGUb8Y5Y4kXewzJineYA8x9kaJJtH	83499980995
1At1F2nzVuzgfrzehctKVvzPYPkz4ZUiG9	83428076566
1NBRmHSiTsnw4CXYnHg9mq11DwrBpjgd3M	83405521439
3PyRhAAJn3FGo6GZP8eXKZiq6iRDY7oSnp	83400001097
3LH7nbuzsa7xPfz5AHhinMvBKTvqbvspcv	83291051185
1J1VrW8wno2a6mwey7ZFetV5jat1ngyWWq	83229789803
17koa9nP4jWmMgnSDcc8FyqymJrwNYC4UV	83107897454
1BB7zbmpBr3HogcH9Jkegz2umWHNvQLiBz	83056010842
1J3q8E9LDVhqCUq5vnAr3BytYGLLrDm6KT	83006147528
1859q4kNpatWhJuLbtCF6schSK2Bvd3h9x	83000510300
1Pby5TsvzW6nuNNSMu8X62UzLcbMeqpqg1	82994381760
1Nc2Y9RBeHwCXXUEWhSCxpn9Q8oYRMymyE	82923358734
1C2KQwupEQDBePmBwJondmJ8M4H3BMTV7V	82898471527
3GPAWK5aUB5Ve9akvTzZgp69USjgbhFbay	82843431094
1J8Acwitt96rVGAvLKk8GXWez2TnQM6TW9	82785508110
bc1qhkpyf0dp3cv75aav0y4gmme9fph8grasa0sxt4	82744661587
1A133H7jv2UP8fLoJqdZvLpSNnRqKiKWLu	82699739225
bc1qk7vcplxhcw6qrs3jylaegmr26anpspqr49z9ca	82694003976
1Hv3SDSTpguek67CHMNpCoQQPjdcB8D8zh	82595983140
37yAZupzBJBqzHgC2qi9QR3f8rmnhJwUDw	82590994897
1NCGZB1SFBXLCHMSEgBLXtBUxcneReCPry	82433373866
bc1q2k9mf9rsnxev2v8j2cdc48uf7r0xxjs8352vq4	82413477731
3KKmcYYd7XMLLS1B6FvEgBipQmWX4VB8Gz	82400004379
bc1qsatlphjcgvzlt9xhsgn0dnjus5jgwg83dr05c6	82398271799
3DMyKiXgPGDPsig2Ngz9YBCzhdd7JeD6gs	82359353945
13smPX3CYpboVBLbZpgC6YsBrHzrdZGjUZ	82299973561
bc1q02kymcgpv8hyw4lan0ky9z7se74hf76m60tm6xzjvqjgdr26ayssuvt5k8	82150950189
12yzSS6wFhdMwETZP6tP6RR9fKjd9vLexy	82119719425
1Hvsa6fxbQrmrnejA2jtgG3rBJnqYXHaXT	82041276756
1yWT2fbNCijCnKTLP5Z28b24uPsHELzkY	82029212951
33x4T8qYZqHxz4HxuK9eNySbm2PwSWjVrx	82000325145
1weJj1Q6SzkyuurxDnspZEztPd4nNXACW	82000212198
1BWeGVky6vDQ1RdQ43eLzndpGUVPodC9X6	82000108721
15jwjFmZZJkmFUEBnXPvWNWvLT38dh9UyW	82000061695
1FmLMbBLwJrnm3giK69WtKrH9yQZqecDjD	82000060598
1AfdbCzDrRrMEqAXkF8kxVRCkPzB8HxoHD	81992998329
39tcDsBuMB2GpQA32jn1QxgGGHNQGXfbfG	81992355580
1JKoidKZ9ftMgq2BkiWS2L64ey71nWTBwo	81965894205
3EDjyefz98c8VFkTRWMkoXRNALjSPM3B3D	81858698606
3C9p1DyPxm6dKmURs3Zz8hxvesUjjv3nse	81734672988
34Fb9TBWa7cq2opJa62koMiSQMHm4EssvA	81702817811
35GduLSkczY4SthGcsNLzsnsrs8nuqpcvM	81700003829
14GgLGbPLi4CDVS9YgjvVGxakTfhmpEYEK	81622844198
1KnZBArHnzTcS5NeQXZJrviPa1Q5h1z3GT	81608118592
1PACRBuSqpztWeJVg7Sf1vXUQgLEa2LY55	81585631744
1368P3KoDJ6VRKXXX5qQ8ydaHaoPHijzcM	81578292711
1JzFJ5ceSZ36rkCZjXxy7r1M1eEqC3vjxQ	81560009745
1LHj95kJGzs7hxHrMs6yDM9PoXtjt14eaS	81554436675
3KwwHMjUYMvs8XiF8btQDjAHavJwH4NuVb	81483575394
3HDebAXqyn8Xngwvf3unMS2aAMdwcDVL1w	81395254542
18t6ZNhg2wBGDECuvZhmexp85xEeUgrf7z	81383010292
3PdKaWwshFBWg6vAauToecqEAFtsuzyxGV	81356022596
1CXDsQY5FbiWPdme7sWtRg5hkmEfk4cr9C	81329649555
1DEbGccBE5SpcGvjFaCUqvv5TLDuUqGwvU	81295009145
3JH8rPEVuvGThQ3YndYGMtYdCzDNE355mq	81266061177
bc1q6n2qups8lnfzdmwvfrcgj22z6ly56ftr05dqjd	81202404190
13k83ifQTnUdW99hecp3YMD8qNuXFBA7EW	81200113892
14zn7YNDNPGfQyUdjHWtWwp3ZQ4d55pqfT	81077830163
1N4m6QQJN2yNGad8Mm22DNgvdTgqFtpL2c	81077104507
1Bcvi3x2XJkBkNjLD2cjMFjf7hVWLQwi51	81064671400
179DxuJjTjEiDuqDvwA6ex8wxeN23vBi4J	81000011386
1EaGC2c51R2523aCnuGSu2HD52bWuNMypV	81000010239
1EBffES8UuW2nHWkTJP6HxrMj4Sq71kyE4	80999257935
3H2J4c33up5c1SiWVgWM9B6rN6t98j7712	80995572752
bc1qg4v6g0477kk8yqehu4aw2ltmnf88fpe40s4jw8	80924928700
15hW1WTheXdmRzdjup7g16UFi99tfWkELe	80909010564
1NpCnwRSTL98Q7s22uC6i9Ad7jMzTkH774	80800564332
18sbD6SYrMYEVMSFsiMYMjuKRFBc8DoHPj	80704797000
1NSE7ruSq8eMAkdjUWS44FrEgUxKao4kNc	80597124616
3GYvbBGdEXnzpdy2yiBotw6Zc84ySMCSw8	80583224631
bc1qqjhrar58856zy2a0t7xalhafnq6stxv0g5zkvr9ued3aqlg3v84slllfwg	80518997708
1AMkwVLnF3xnap4nyFAYhY8FdF6jdrP3jD	80516384772
33nchWMn8q3ggCsqJQNxUCkSCtmwnjqfpz	80500003829
1CGUUMcrT3d9e2ycNtqsLicd7AUQSBsUCj	80468705614
3FeBBT5deWxkBsFrAPNnAcJVt7en14Kz45	80405949628
3JVDk4yAv2vDLoJAovsjEZqnKTJEtom5M5	80399982204
13wpTmDVKY7cNqsdYJqcTTZa9frFFtvpGY	80389997231
1LnbFGdfKCxpktKJCMRPhtdAZbb88T1nY2	80385061811
33RyfW9vd2yJ5PGjwMiCbk6Kt7X3pifp1C	80381056736
3KdUgzWvqBUMjxjXETFCAuYjMh79bWQmBF	80359085478
1JAqiWkaPMnPFwB5s2mu6EwpFG3H5neq9K	80312773792
15K3hDfmEFAQ5dweSgP1P5yaZvWJcSETtt	80240095593
3QdP43XnPuhUkwQNfAo42EDKYfi36gPooY	80197957924
15SRpX5g6H2o1HzJDLCVLvXRRnRWG4JY3g	80172518705
1My7Fvvp5eSgNy9GFGDaCJTQY1BtSXsVZh	80162993746
1KrhcLWXf4H37M1dwepfs7wQBgNX489jE2	80154469508
3QB2qhnj5Xxwhh3GKcfwQDSkL91BCCn5cp	80141206683
1NhKiYnUa2K84cT5zaHjy2ooccUKqzY6aP	80115017110
36kdkhATUQhXtY5tq7Jp4xGdpsqZvZFPjD	80100541065
1FZAt7NvBfVSxK1CSZYPENSdqoAB2y9gC5	80100062359
193ELBTdxegYpfM58m2BGJSfrKmdUEE36Z	80099757658
1Hyg1b8gPxibifSugkWcoqmGRTzcVDABD2	80099000000
15u3UTpZVxkLAkZd8BDHL1G56vwRNEmaTV	80050111358
1KFcaAvK7N9byND6ta6njr2udiM7Mnp59	80050002811
bc1qp8r7vfhqtgj9k6tvc32m82jwf9ffdtjckemw7m	80045863317
175XWE4XKJpdXMLGiuj5zsrkDeKU2YVjXE	80045059987
33mbGqVKyGCongyzDA4nkpH9xrc2S6TJaT	80044844241
1BZrv9HJKoWCFjZzqT2ypF6fx43FgaujxN	80037071811
bc1qgs5vwza3emzl6tzpvjwg3cj29nege76lgrsltjvham4atu55kdzqglld3c	80018051250
bc1qd5927f7daxas77yjtxz9qp6q94usdpke7t0uge	80017283087
1BsHJ6ZkCAJmgWPwuTiT96Aagj5EX7JuGc	80010009811
1M13VZ65kH1jpZQpXY4mRRH6Zs7Vby7QqD	80008888044
3Ee3Cft7X4DbRzMoBdaKWrCZ4AqriA5sbF	80002283178
17xsCXU4FhU2vsyAZ9uYmdKcSxoWqjmU2X	80001553908
1JVq9bgP2uCDrhtxmMBujaeeQYvABp26Af	80000505197
1PHzz5ZWNDp5gLkpSMumGsSgoASzr9tjXg	80000257350
1HoNhCBXRnL7rS4tqCtJYh7yfFgSZDhX5X	80000257158
12PeQpinjVkTv7m5GyCGo4vGUuRhsvXXUV	80000132638
1P2ZAuW9nUrFfwgVjfL2SA9sPXSruCfzp8	80000077848
16ugeFMXnN7WA4SYnmLRxDAniDn4mjsu8K	80000064507
12ub7BvRSke9oqGLVUbLVnELypUQRrzGRU	80000062411
14bzNMK9AXFCF3E6g6wHtT3dMECbpxwwam	80000062411
1CXr4X3itmt51PxmCB4X6kfQTsdohwMBAr	80000062411
1FmM2ou9XdsULzyEbFDVtFPNDmq6UYZ5aD	80000062358
19rr5k2zdsuBDhGKNsHjr7PgcZVT24t2DG	80000061958
18ryUMvNpTSfNy147eDJPhVzENoDpFnkCy	80000061958
1J2MBfr4Ss69F5cyvPRL5Qg8Ff8pRzWaoY	80000061811
1LTR94Yxr3ncBDzfYSi6nFPEkScmd3Eazh	80000061811
1JcnsUvTUsNfMiuP8pschxFGR3cTfWhW4e	80000061411
16Vgotztzr29bux83NEKvZY5LpgAkFqHfL	80000061411
18MtuPmrLozjTaDCHdX8FCc3du3R4oR8gp	80000061411
15jELtRC9v24UNAKYaoiwM8S3AhezVib99	80000060864
17PdhWQrcAy4hFf5mVprSRMyBCUDwaZ9Cr	80000060317
15XWErJFYjygF7Agk5AMfn4GKN9qCHkx8z	80000060264
3CAu9MCLNmRTxwpn2d9f9ne1RefLeQevwB	80000012014
17TaVu5cWyM7SfL5U6vyjnsvn3aT4X6mhd	80000010411
1Fos7dAzC3WfZvyHgPnD36Rd7CvcPxZctc	80000010411
1Bf1Tus6gmULyskz3ibCpRNGHPE8P28P1i	80000010411
14oKaVY12GVcKmHnoDWrDZ2nxa2yKMgZXn	80000010361
1PwfZ5YF6Zu3RMKjhRHPxePipeKHki1p1Y	80000010358
bc1qpnmjz9eul33y9ph4lpvcfunx2at3ewjdwzn48j	80000009890
1DkSPEx558McnXntvbGMM98G53Cf2zhvkD	80000009864
12m9nY8eVLscZYeKoiXrxo4Fydx3hky27J	80000009864
18cnqdJqX9uiKy8tiAE5o4AZDvh2zbcXC6	80000008985
16eK8PRYBss3kzL5XwwftwMp1wkuZQiqGe	80000008755
17bBPUbbGeud1hC86A125n7XJ7fEm9vHBr	80000008755
1HJA3FL19B6jYxgGnrFwcN6yicn1si3sSP	80000008208
1Q3jVArRzbNDgRsVRkMBWJvwDt8p2g7M53	80000008208
3NWhMf7raK5voWqHyamyEwKMuZbuYGEX26	80000008207
18FDxWtgVdmrDHZKUzz8TjUD7nfhEu94b3	80000007661
1CNih9xNsMMuiqkBRyG7XwGcFkMNLRzTJe	80000007661
1KuJX3rnwHsPXrSPDDaJhaXFucfM6DPFYk	80000007661
1G9MxRLxinzd76fPvagr7VJhQpsg5f7dhH	80000007661
15T3mRaiVre2E723G2rFYrepZViLBxDaTN	80000007661
19pZXgD73hCjhm6PRVjVur9R4DGHZ7dybc	80000006567
1EUbTN3GtWTYmjqaoPrBoKHWT2CG6wqFB9	80000005473
1BuXz4bj3DAXzkSbDWpLPp5gpDU3CyiszP	80000005473
1FBXcqR8we5kwQqfBzF2Dfm2YLtiMiB6MB	80000005473
1Gz1xXV85QGeNeTm8weDXZPWmyR7RGm8bg	80000005473
1AZ5Xm1StuTGhhmTVHBGsWAs4yKxkrJ1cA	80000005473
12U5Q4n2ReG26vAMv3C6bHEuXLfygGsbaP	80000005473
1MKp6xk24DBmGqxGgDmXWhJiEnK8qesA8w	80000005473
1CRN6R25KCUB3J6cxU5StnYCZbqNfjvSka	80000004926
1Zwe4j4vDSMqysGtio6xM7iRDHoEWyDDS	80000004926
18YAZPmTujrPJLLNm2Jha55CzLBQGyAxVq	80000004926
1Kc77WEztEABAg6jBLrszyNHkHXao75k1Q	80000004926
18jbmCopiqCovAiqJfMhh5xyiU9rFnZsi	80000004926
1fdc4KVfRi9fQjtUdhtnubae2eAAaFtmz	80000004926
16stqSaqimBqMRc5xLzvJQnm6zB9Fby9Tp	80000004926
1PG4s9pSBpiNFyMYhpPiRLaG9mU6bkVasS	80000004926
16BtXAKZpKMQjfb6NMvSXrrG1se9NLSSnn	80000004926
1ZS1QPt72kMk5DmqGCethuzn1kQyvdVZr	80000004379
1NLYa5jShQFR7w7Y695PSivCAWk5yxoBV5	80000004379
139TQohU1VyFmffHm4wadv7Q5TEmrd1NEy	80000004379
133UJkfHPUT6e2Qd4ibf3tidvNbGYNtfYk	80000004379
142ix9D1Qx1eGkWLkBBEeqBL8v493R88xi	80000004379
1HPTc4ADzgLLHbdqCM5M9YCC3qvceCqg7A	80000004379
1DyuVp8E17mNepWuwd6BBUY22jscNhuhq7	80000004379
1DbbU3eiY1BW4RWm21GGKRuVgVPcjvYYx1	80000004379
13DAZCh4SeJm5a3zqM485HALYpPSE1snCj	80000004379
142Dpf98c5pRWuo3cvrwa93UupVXs9zCZr	80000004379
16HkooyLjszyZg41CQuDD781Xw1XzcbURL	80000004379
1FQNsyFAfM7sCtTgH7npd2YRe5UKNijjhS	80000004379
1MQjgFDoEzyknUryLt2jdnANfJjU2fWigg	80000004379
1D6fAogQYsPU5k6Pc4qKTCGP8USVv6TDVp	80000004379
1Kfbk85UfbXHupiuxZpNU4iPonC166KJmj	80000004379
19hkeiL473G4YwKBthqNzmgQHB9PGqzt2h	80000004379
1AAPeyBRXZpurCGyaHgJj2mkvZ35avKfTS	80000004379
31oKyvwejXuZvWBzgmc4kU8fDzPHqQLXb8	80000004376
16bkKW4GLRozgEhTkWCM6oRX4RT7qrK6dB	80000003832
1Wkauu5rcEpx6djNRkefoURJcuxrTUW4L	80000003832
14RzwydaU6V4pNFF5U947pUkcyHeVqcL97	80000003832
1N4T3WdTAvMw8noTAeWE3rg3qLvWhT5euq	80000003285
1GBk2KouHypxBgQV87iaFEUo5ZQFMK9tp2	80000003285
1M2uz6T1eNpvD1xwaUuQQuEF1j4ZLbw9M1	80000003285
12VuqaarnmuXMBpjUidus8eTPojT5DkFif	80000003285
19SPP2Hidhd6AE3ocCjXvjafVCpMzyTKnc	80000003285
1D5ENQsspJTDhvAQJvkSZPBre92ZtqC1Lb	80000003285
1DZYoicKoMTEqerxkiBxHWZ8bNQdofHJ6j	80000003285
1ki3tA2BY51WNSkgiUMorrih8EV8gfjKh	80000003285
1GenjibGrT1ikKY4qsGAyb1bBspUA9HcGy	80000003285
1LaA5RnbT78A1HwsdAHTQGJAvq88pjDCsQ	80000003285
1En7aRaqcvm26aLwYECg5f6k9voWvjRTHQ	80000003000
1JJPoRKxB1HnaipDa3a7scxU9SDnDEWXf6	80000002738
1PYL2PAwkvXoeVbQ4CXyW4RFdyshJ3JNMG	80000002738
14zeVumCaaKSdJ4gp7M1oxSiYVPKTahmFW	80000002738
1C3jReWb1v3PPaPHW5VgVaJfAqCytEM5RD	80000002738
189eFzc6dcB5Zvn68MjQ6r8qUaDKLYhAp1	80000002738
1JK9RLjXHjqdUdoUqm5yr91QvEU7s1MZe1	80000002738
15A6MGvfhMka1ZuEca9aBPaL7gh1TLkJ86	80000002738
16Kg2LFSBs1CffkEhfdp5B1upDKaLLJqwd	80000002738
1qnhYBAPn1swAmWRD1S4jx1xZijCay2U9	80000002738
1BqjttUGVuM3xt9EreEgeMZBNraWpfs8YC	80000002738
18aAqhikhmTz7j4NBrtxqmLftb1VdLprP	80000002738
1DGEWerE2RwzTkFvr8fKQzUtc3wesKzqaZ	80000002738
1ruCBo4qU31EFY5NKyNuddMUH5J2KVFHV	80000002738
1MGaqWQBNXhW2XiGpzt54tzXZH5aX9zWRY	80000002738
16X6TNhdcNwGfNSqx6yhhbmwz8KcHZtwtx	80000002738
1ESG7T2KJcN7Ur6Jwin5uuaQperkLrAUT7	80000002738
1EBmsYE2ars1H9T1RncWfYoLUonbFE3Zbp	80000002738
166uCyDraMPiYSRXmuTdYBsGxsf2HH8MDS	80000002738
1CHoSwxAEMdMAidWHXxpytC4fWHdzC7VUa	80000002738
1D2iPks3242iesbex92hhHmmWXAUnzk17M	80000002738
1LsGUkWtboYLvB7u4QKwccn4iPcEx3LNBj	80000002738
19LiAngbDa6qCyNkU6df949QiAmYktKAtR	80000002738
18KW2vKndDUKDYWCvsqk8ZUmJkUBhoB7bi	80000002738
1G5gwZk2wgLfx6mottBbP2ZKN5LtzLLS3Q	80000002738
1GKWXr16mg8Zeqa2EMZBJJdFvAqixthBHm	80000002738
1NGKKnn94RGwM7WKqT2PEqyVaCBDrEuDme	80000002738
18MeLxqHEASwVhvbjv8fd8RAyeN4HWBTat	80000002738
3GrU2wY5Xk9zhrkox6gyHFsfVe4GL5fYon	80000000547
3FByvn92fDDWgDGaJye5LvFc3oKuJKpoze	80000000000
bc1q6udg26x33y7twtu8cv3l0wgxjygqv0xj7vdv6p	79999998407
1PSG9wJZ1kSpLXkGzGvhjfpSTasQbCT3mU	79999973353
17pwn3PEeqU19MFnUTrrmGhbyzYSm4oGLa	79999954926
1L6Y7BWTJz4baG8EVD2VFSgcrWbM7Wuf9H	79999942961
bc1qkhs4tvp2eyere0ea8mwaqslfgpcxka5799hg84	79999929379
1JQn5WE9Fsu4WnGsjzsRgEF16v1mdTEUn5	79999890261
3PERsM4th7MFCB4e6uGJBZsDTwEZ5iCbxx	79987659160
1MdhTqVnUNA3isfUHS27HucJ1hNVc6Qcrz	79944512706
33XDMAXVvqKAyiBHWrUiGSZV96dkYnomux	79940952885
15pMLbq4Hpsb2qJtKgYFcjzyMsgWnqwEjX	79899944479
1FYX8W4YuzcYiZJp9DcfPMCSzqTANTTuz9	79835418579
169MtSyCd3pcuuzMXqEibryFbgrNJzV3Ry	79823999583
3DzZeSCSdvmNFe3mdp4TR17iypcEb9s4i7	79813125112
39GGP9yu3oTq3tRX4AxWC3k1H4qrSRM9kf	79794267880
12rd8xVrbrPagJea65cioZKrouHBsDNM4A	79712446062
197NVYX8G6skUs6vaycFv1vUrS8ny7eTcw	79648244469
1GRURaRcNkgoqXmW3LQR4dmHiYsCD36eut	79578149020
17gf8qu1D45qm7fCwZvTKkMiuj1zPZN3We	79577604515
1CCQYjdPUaExRWh2bpFXkWSGfoUvLi4fHW	79557337977
33qQe9JKkeqKxjTJNqzBfc5EHfWYNvhRmM	79539548935
1Mr7Ej3GtGTNovBQWQQut91X2UPjQf9qTZ	79510705461
1LCyAdHAFwsRSoZ66YLswiU1m3RyrC2fLE	79498273945
3CzzpVbvf7PAxtHcvTGybUBXFCqRoNG5dm	79489610853
14jn35a6cu6YF4qAJkRRDyqdAuoVVwwnNe	79449544386
164vMd7DehiENKsGo8UXYaaHjNgQdwZL9P	79440893071
38SkLqfkTx1kUESQ4fDB7xhUwDRMvrRcQg	79415024644
1EGVEt7gqCFDQwtCWdVdzq7NKr1g5BjQ3M	79411162961
1Aiy7vAUyEsZa7tvwoFNZdNUtJrP3LBoZC	79377125566
1Q9UWogYPPG6J8V6EufxRxYiuxx4dSEfF	79355010961
1LA2TYEpxUwqCqSs9vUEECji9KVyoBxDsb	79354675673
1G9BjAFRnSdCaVzdVMXYMd43CzTZ4mx6Qj	79300063961
1GRGfd3TtBA2vMjoHH3hVpE6CRx5nZ1YJp	79300004379
1KSeKu2mB8i2YzcHfKmyA7m4dxVhKdufmU	79252219498
1JtyL7Ka1ur7YAx5RvoHL8hh857wmi3u6J	79251479562
3K2YBm9ykUAuo9PYAByZUZTZUbZNy2wvP2	79233914650
1HopU6SxVB8RpqPgsrV41CcmuQ3g51dw8d	79233118558
136H7pe2zKBsMAuD3fDoU6LFDC97dSzdrj	79202168279
1KoKcE9iagW6TCENZkwJh1msb1Zjtsuj7C	79131885405
bc1q8jcvx6pngzn54lacf9u2uad56q0eq3gcfad2wr	79058886900
3KJUoQEnxq13TCtt1yfWyFsb6pqU3odQg5	79016645500
1GP5sSvpR81Cgpga2D53nDrUZUWvwSC2q7	79000104788
1Cjp4sKHUq5iuC5NxqV6gQt6dH9jfeVxQJ	79000005473
12ebjteAspVYvi2jUcKBZQeQyrxnn8thXL	79000005473
3MfeVfia64JqETBcz8wCGCGjbEoaK7u2Kf	78999964256
19KZnYzY9myKy8rn19CbPEvUshMXps5pcP	78999787808
