block_id	hash	time	size	weight	version	lock_time	is_coinbase	has_witness	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee	fee_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total
11212	5bdfa58e4f808ee18b6a11320f6e646d30f81ca3fd83f6675a7bb2082e473b31	2009-04-17 00:03:27	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11213	4788dfa6c1c8bf8f3cbfc20f27a14faa0e976817e49a2aeba93ffd645d374515	2009-04-17 00:16:09	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11214	0151f63cc77c45910b2fde931cd3b618e7a33f9a767464bd58c56576a472f789	2009-04-17 00:19:25	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11215	79f3667945d7252b4752b15661d05d947fa78504d3ae768e1cb444ab6ac024a1	2009-04-17 00:41:02	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11216	d1fc40a67691689ca4fdaa4cbff82c2862a5ef9768636231ebda0928f59d302d	2009-04-17 00:53:18	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11217	de52ba836f4153119062ed0d223de7ecc3a017110513b35e0fc2e0585bea63e7	2009-04-17 01:08:45	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11218	62fa4554aaf778b4ff4181589c925f854c8c5b2b03fd649949a00af0cd95f30a	2009-04-17 01:13:55	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11219	15901fddeba4a89517855b6d689cbed6085efaf37fc9bd8f78e077875872819c	2009-04-17 01:18:41	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11220	56f3a53de83f7d7e2336378a2e129f3ad3e1b5d9413583637d45032a17713854	2009-04-17 01:31:03	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11221	b40cbfd49abba6494df70fc5dcec1a9e7900231a9c9b809738a98bb5080c0775	2009-04-17 01:34:18	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11222	6d287620cfe545767dc1acafeddc5df0f4c8aafcc824abc3d285af85b3d95310	2009-04-17 01:55:50	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11223	e1d86a45e30c1524aeed67158d9d3cee3a6cbc38beb3c09cabf4b234ca6cc0fe	2009-04-17 02:17:06	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11224	3585c28880a1c137cb04d2cdc116e9d40156aa4c61fa002195c60739a93e0472	2009-04-17 02:25:16	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11225	5f1528ab036a2030e3ad67f28fac665424479e30a2e057fb8cbccc73c4a89cdf	2009-04-17 02:28:56	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11226	11d0c13bfc68a6ab3a8e2a35a6d74cbc04796e0d44c068294d87ccad7f3ef57f	2009-04-17 02:40:27	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11227	e86c5417c95828d37a11ac5b96d45c5a8d2c0637c7c453b4d7ce7175b3d1adac	2009-04-17 02:58:53	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11228	06f879518d636d8d6ca669c200d95b728c25af6e4a8e35a14e540d6941ed4ceb	2009-04-17 03:12:55	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11229	3b9e144b0f86b9e1aec0ffb8bc1b8169932f6dd44c84f22ede59da869d5d9b7a	2009-04-17 03:14:40	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11230	a55dbbcf54e80cc77b24318f2cbf5440819f0f93c1fd5601372a4f56ac3c325c	2009-04-17 03:20:10	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11231	4066a13d2699128fdf43bcfa70090d0bf71c80e190381410b533eff118d69206	2009-04-17 03:25:28	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11232	f02652bdda8621ff1c807b74f5a6a71569d14c80288130a54ea3156f5154454d	2009-04-17 03:32:04	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11233	ea95d8352019c8b9e038847da28c5be91e178d6f184659d2385535b365347527	2009-04-17 03:51:51	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11234	4722361d0e57fecf35282e34a10cc0690d156332dd78d6c5af2b0517f0f7a5c9	2009-04-17 04:18:22	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11235	edfed5d083c2f9e7f44c9218c2adee0d016b220e98d8b1f3f4215718a0d9b367	2009-04-17 04:41:38	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11236	2c24c0d4937856d6b7be66a24e46a7904cd89a67fe4d0516bb98857eac590226	2009-04-17 05:03:01	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11237	c9ff213674a3248a5d79913eab0e644392bdfacf965ca7d0ce949fc9d520f8b9	2009-04-17 05:26:17	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11238	d40d6aa49129b8720968d839141919e10905422fa01911795ff5c0db633d8bbe	2009-04-17 05:41:45	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11239	b7bf947828d147d2af279d66b9d21cf0b22297fc6a469ddeecafd033612f2dbc	2009-04-17 05:43:12	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11240	0d55040169796a7087ab562329f4d4294353c6a3c073b89b4eb2d8613c9cea96	2009-04-17 05:50:16	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11241	6d1c5415843cfbd406a50f15b800715b98e9c3bd1fc373e3deb42e14f37df882	2009-04-17 06:05:50	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11242	2842b1f28f9717a63146cfb0ee62a200f8d458b26320722d503753f6a02f5aef	2009-04-17 06:17:59	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11243	87bed453ed64de823221fd874b0fbd2a57484a2526f83d369cc8ce9d4d9fa29b	2009-04-17 06:29:11	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11244	b513a9444681e8ff06a4a2ba5ad700546d6861750e31f8941e31e33db79fe419	2009-04-17 06:32:44	134	536	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11245	1272fecedc85aa0d7c5899738a37bbf569887b64a9b476b31fdfa31046f76730	2009-04-17 06:34:41	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11246	eb737e543c3d3efbed34e8fb4a0c544ca0dc501b03b5251ee15ced6ee06e0b7d	2009-04-17 07:00:05	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11247	f5172016ca8b95a1321647a1dd027b5e64984f095c0d36ed4f04632c29072056	2009-04-17 07:22:14	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11248	569fdfe232c74fcbf95e518e2c8cf8d4a8cd453fa11219a7ed1172a1a8dfc474	2009-04-17 07:39:55	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11249	98e15f23112dcc2ff5a66a907f97dc2a43086866c9fa7c41751efa20b99d8081	2009-04-17 08:04:22	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11250	3337df3ef779e54fea685f348f6f82f57bf3243409460f2bca2c23d444097d34	2009-04-17 08:26:23	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11251	5fce241a81b8d0ed6b6e707e994b89917707766c77adf47cf477383ff9c59dca	2009-04-17 08:30:31	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11252	5bf53e2ebb9f268e616ba0655d8ea779239ffebc03f8bc7c283f597bcf99db20	2009-04-17 08:51:25	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
11253	605764f91b7a5683a1ecbe9569efde79c835d41c4b6daba6af58bb8defb1c035	2009-04-17 08:58:29	135	540	1	0	1	0	1	1	0	0	5000000000	0.5	0	0	0	0	0	0	0
