block_id	hash	time	size	weight	version	lock_time	is_coinbase	has_witness	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee	fee_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total
99118	59382063b307e0f4c79f64a979d2bab7e5abe128cf814f18e96788c77d52e0e2	2010-12-24 00:25:58	134	536	1	0	1	0	1	1	0	0	5000000000	12.5	0	0	0	0	0	0	0
99118	9eaa3af02ea54e329f54f6d129a45656727bfcc9480f7011d3736c784f4fd486	2010-12-24 00:25:58	259	1036	1	0	0	0	1	2	33971000000	84.9275	33971000000	84.9275	0	0	0	0	0	0	0
99118	46740ea0039bb489f8f63de0af8c1f9906c4bd52240a3e1fb242f2f91f25ec98	2010-12-24 00:25:58	257	1028	1	0	0	0	1	2	33966000000	84.915	33966000000	84.915	0	0	0	0	0	0	0
99118	e63443fe63858439a8bffe043b5127613a917f6a7917b59e56f6820f9ccf29b2	2010-12-24 00:25:58	258	1032	1	0	0	0	1	2	33961000000	84.9025	33961000000	84.9025	0	0	0	0	0	0	0
99119	f1e47bf8933a7a2b0223878dc259fbe11cf647200de834f61f997c358acaa0ce	2010-12-24 00:38:07	134	536	1	0	1	0	1	1	0	0	5000000000	12.5	0	0	0	0	0	0	0
99120	bcf2b1c4f75cf2776f0aaff5ccf64e9ffeb63440cf2f3987d272deb4a91f0986	2010-12-24 00:49:37	134	536	1	0	1	0	1	1	0	0	5000000000	12.5	0	0	0	0	0	0	0
99120	18c0584da6935f2fd599dfc61c0b02f48e794c13687e9bb9add18684c810a12d	2010-12-24 00:49:37	257	1028	1	0	0	0	1	2	1700000000	4.25	1700000000	4.25	0	0	0	0	0	0	14.932847222222
99120	370bbb5bcafc7f7aef7385c6425d60d00064ea92c642dbc2b089a177d7234743	2010-12-24 00:49:37	224	896	1	0	0	0	1	1	1000000	0.0025	1000000	0.0025	0	0	0	0	0	0	0.10409479166667
99120	805665ebad85b5c273e7c9705fed01bfcb5d8263fc21163f77257d250c1dc55c	2010-12-24 00:49:37	259	1036	1	0	0	0	1	2	1400000000	3.5	1400000000	3.5	0	0	0	0	0	0	0
99120	b55ef7a9f67f2ce21426d1d82fc1270abb2fb53a2d061aef8b44270caf4d6c26	2010-12-24 00:49:37	257	1028	1	0	0	0	1	2	1100000000	2.75	1100000000	2.75	0	0	0	0	0	0	0
99120	d45317c05f2461e36d4fad82f3763e4e9c80b39a7ca00a017fede7a6976118f9	2010-12-24 00:49:37	258	1032	1	0	0	0	1	2	33956000000	84.89	33956000000	84.89	0	0	0	0	0	0	0
99120	58aa5e6f52a6647b9fe5c49340ec7a92dfa783c63b606a2fe67215c8848f4e32	2010-12-24 00:49:37	258	1032	1	0	0	0	1	2	800000000	2	800000000	2	0	0	0	0	0	0	0
99120	af7a25cc8c9ae55c196b862ed1eb1e1ef66441ad5e56c5140f8e872095462da3	2010-12-24 00:49:37	258	1032	1	0	0	0	1	2	33951000000	84.8775	33951000000	84.8775	0	0	0	0	0	0	0
99120	b1a13c6d9d914c3acd688d612dcebf74c355d94b7bdfe4f6451644d834f5e78a	2010-12-24 00:49:37	259	1036	1	0	0	0	1	2	500000000	1.25	500000000	1.25	0	0	0	0	0	0	0
99120	50440c955db2e9dd6fc3e566ad1225a509b47dfe8290a48e43f305297f66afd1	2010-12-24 00:49:37	258	1032	1	0	0	0	1	2	33946000000	84.865	33946000000	84.865	0	0	0	0	0	0	0
99120	184f78055fd94334629e46449721bef2aa9c0ff6c7373f6640bc57dc8ede6b23	2010-12-24 00:49:37	257	1028	1	0	0	0	1	2	33941000000	84.8525	33941000000	84.8525	0	0	0	0	0	0	0
99121	b2baa6993aede2350d38e0123fdd952977dc87cb6cfbbd9f3dad898757f5b9b6	2010-12-24 00:54:25	134	536	1	0	1	0	1	1	0	0	5000000000	12.5	0	0	0	0	0	0	0
